,filename,id,page,content_x,tag,article_id
335,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015949,17,"dessutom inte stöds av Tories koalitionspartner i regeringen, nordirländska DUP. Ett alternativ som allt fler ser nu är därför att Theresa May lägger fram förslaget i parlamentet och örn det röstas ned där låter frågan gå vidare till folket som får rösta för Mays avtal eller för att stanna i EU. Men då måste parlamentet stödja en ny folkomröstning. Samtidigt varnar motståndarna för stora protester örn den folkvilja som uttrycktes sommaren 2016 inte respekteras. Blair menar dock att det är oklart vad de som vill gå ut ur EU egentligen vill och att situationen nu är en enda röra. -Det är tydligt att folk inte röstade för att krascha ut ur EU utan att avtal, säger Blair. Hur mångå i parlamentet som skulle stödja en ny folkomröstning är oklart. Hittills har drygt 40 Labourledamöter och knappt tio konservativa öppet sagt att de skulle stödja ett sådant förslag. Ju längre tiden går och örn det blir ett nej till Mays förslag ökar dock sannolikheten för att fler stöder en ny folkomröstning. En majoritet av parlamentet är nämligen motståndare till den andra troliga utgången örn Mays avtal röstas ned - att Storbritannien kraschar ut ur EU utan något avtal. Då försvinner den övergångsperiod med EU-regler som var tänkt att gälla under tiden som Storbritannien och EU förhandlar fram ett handelsavtal. Resultatet väntas bli kaosartat med långa köer vid gränsen och problem med importer vilket kan ge brist på mat och medi- ",1,27
336,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015963,17,"• Ingen av EU:s 28 stats- och regeringschefer vill ha en hård Brexit, att Storbritannien kraschar ut ur EU utan avtal. Ändå har parterna så svårt att nå en uppgörelse som skulle kunna godkännas av brittiska parlamentet. Tittar man bakåt i historien finns flera fall där EU-länder haft problem att få igenom avtal i egna parlamentet eller i folkomröstningar. Länderna har återvänt till Bryssel, fått hjälp av övriga medlemsstater och simsalabim (nästan) så har saken varit biff. Nederländerna med Ukrainaavtalet och Danmark med Maastrichtfördraget är två exempel. Till skillnad från Theresa May visste Nederländerna och Danmark precis vad som behövdes för att få godkännande på hemmaplan. Övriga EU gav dem det. ",1,27
337,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015941,17,23 juni 2016: Britterna röstar för att lämna EU. Premiärminister David Cameron avgår. 11 juli 2016: Theresa May utnämns till premiärminister. 29 mars 2017: Storbritannien lämnar in brevet som startar landets förhandlingar örn att lämna EU. 8 juni 2017: Nyval. Tories som förlorar majoriteten i parlamentet och tvingas ta stöd av det nordirländska lojalistiska partiet DUP. 6 juli 2018: Theresa May och regeringen säger att de siktar på ett frihandelsavtal med EU och att banden ska vara nära. Brexitministern David Davis och utrikesministern Boris Johnson avgår. 14 november 2018: EU och den brittiska regeringen blir överens örn ett utträdesavtal. Flera ministrar avgår de följande dagarna i kritik mot avtalet. 10 december 2018: May skjuter upp omröstningen örn avtalet i underhuset.,1,27
338,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015933,17,"Han ser stora möjligheter för att en folkomröstning verkligen kan bli av efter att den splittrade brittiska regeringen tappat initiativet i frågan. - Nu ligger bollen hos parlamentet och det måste bestämma sig för något av alternativen. Klarar parlamentet inte av det borde beslutet gå tillbaka till folket. Brexit är ingen naturkatastrof, konstaterade Blair. -Saker och ting behöver inte vara så här. Vi har en fri vilja och det är hög tid att vi utövar den. Trycket på en ny folkomröstning har ökat under hösten när premiärminister Theresa May har misslyckats att ena parlamentet, och sitt eget parti, örn en lösning på hur Storbritanniens utträde ska gå till. Kaoset och splittringen har bara blivit värre med tiden och i veckan tvingades May dra tillbaka en omröstning i parlamentet örn det avtal hon skrivit under på tillsammans med EU, medveten örn att det skulle få tummen ned. 1 onsdags visade dessutom 117 av hennes partikollegor i parlamentet i en förtroendeomröstning att de inte vill ha henne kvar som partiledare. Förmodligen är samma ledamöter mot avtalet, som ",1,27
339,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015931,17,"lyssna på britterna. Bland annat skulle de kunna rucka på principen örn fri rörlighet av arbetskraft inom unionen, en av de frågor som var tongivande när britterna röstade för att lämna EU. -Jag tycker det vore klokt och rätt örn Europa svarade med en rad åtgärder som gör att folket i Storbritannien känner att man har lyssnat på dem, sade Blair. ",1,27
341,dark-10747121_part01_page017.jpg,https://datalab.kb.se/dark-10747121#1-17-ARTICLE74742777-ZONE1146015920,17,Låt folket rösta om Brexit igen. Det tycker förre premiärministern Tony Blair och räknar med att snart ha medhåll av en majoritet i parlamentet.,1,27
386,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742863-ZONE1146016227,18,"IS-fäste i östra Syrien uppges ha återtagits Syrien. Den kurdisk-arabiska milisen SDF har med hjälp av den USA-ledda militäralliansens luftangrepp drivit ut IS från staden Hajin i östra Syrien. Det uppger det oppositionella Syriska människorättsobservatoriet (SOHR), som bevakar kriget från Storbritannien. Styrkorna uppges ha tagit full kontroll över Hajin. tt-afp ",1,28
387,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742863-ZONE1146016225,18,De har lyckats tysta radio- och tvkanaler och har fått oberoende tidningar att försvinna,1,29
388,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016204,18,"Gaza samtidigt som ni öppnar en terrorfront på Västbanken. Håmås i Gaza har de senaste veckorna mottagit nära hundra miljoner dollar från Qatar, som tillsammans med Egypten förmedlat ett avtal mellan Håmås och Israel örn lugn utmed Gaza-stängslet. Pengarna har gett Gazas civilanställda andrum och dubblerat antalet el-timmar till hushållen. Men den palestinska regeringen i Ramallah och dess medier hånar Håmås för att ha ”sålt ut” motståndet mot Israel för kappsäckar med qatariska dollar. Aktionerna på Västbanken är troligtvis ett svar på dessa sårande rykten - eller kanske ett försök att pressa Israel till liknande eftergifter också där. ",1,30
381,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016208,18,"då blir motsagd. Franska myndigheter har också börjat intressera sig för ett stort antal misstänkt ryska ”trollkonton” som ger understöd till rörelsens radikalare delar. De flesta sociologer är ändå överens örn att missnöjet i huvudsak är genuint och har växt till under en längre tid. 68 procent av fransmännen stöder eller sympatiserar ännu med rörelsen - vilket gör den svår att hantera för Macron. Åtgärderna som tillkännagavs tidigare i veckan har gjort ett stort hål i budgeten, och någon egentlig marginal för fler utgifter finns inte. Även för oppositionen innebär rörelsen en svår balansgång. Å ena sidan vill såväl Le Pen som Mélenchon undvika att rörelsen lanserar en egen lista till EU-valet nästa år - ty en sådan skulle kunna få 12 procent, enligt en ny mätning. Å andra sidan kan en radikalisering av Gula västarna slå tillbaka mot de politiker som manat på rörelsen. ",1,33
391,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016183,18,"Pen som vänsterledaren Jean-Luc Mélenchon kritiserar regeringen. - Det förvånar mig att regeringen försöker använda den här attacken för att angripa Gula västarna. Örn vi låter en mördare förändra våra liv, då har han vunnit, sa Mélenchon. ",1,33
382,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742783-ZONE1146016214,18,"Turkiet/USA. Den turkiske presidenten Recep Tayyip Erdogan och USArs president Donald Trump har kommit överens örn att de ska bli bättre på att samordna sina militära insatser i Syrien, enligt en källa inom den turkiska regeringen. Överenskommelsen slöts sedan Erdogan hotat med att genomföra en ny offensiv mot den kurdiska YPG-milisen i Syrien. Det är dock oklart vad den ”mer effektiva koordinationen” betyder i praktiken. Turkiets regering betraktar syriska YPG som en gren av den kurdiska PKK-milisen. tt-afp ",1,31
385,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742863-ZONE1146016226,18,"Det säger Miguel Henrique Otero, styrelseordförande för den regeringskritiska tidningen El Nacional i Venezuela vars papperupplaga nu läggs ned på grund av politiska påtryckningar och ekonomisk kris. tt-afp ",1,29
390,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016200,18,"torsdagen in i flyktinglägret Askar utanför Nablus och dödade en Hamas-sympatisör som dödade två israeler i september. Den palestinska regeringen i Ramallah har protesterat mot intrånget på dess område, men fortsätter samtidigt att ge Håmås hårda bandage. Försök att fira årsdagen av Håmås grundande 1987 slogs ned av palestinska styrkor. Bosättarna i området, vars politiska parti kan fälla regeringen, kräver nu att koloniseringen av palestinska områden ges friare tyglar. Premiärminister Benjamin Netanyahu har lovat att gå dem till mötes. Han varnade också Håmås: - Ni skall inte tro att det går att göra upp om lugn och pengar i ",1,30
384,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016220,18,"Kosovo. Nato är kritiskt sedan parlamentet i Kosovo har röstat för att landet ska bilda en egen armé, rapporterar AFP. Den nya lagstiftningen syftar till att förvandla Kosovos nuvarande insatsstyrka, omkring 4000 man, till en reguljär armé med mandat att försvara landet. Det är en tydlig provokation enligt Serbien, som inte erkänner territoriet som ett eget land. Kosovo utropade sin självständighet från Serbien 2008. Sedan dess har Natos trupper upprätthållt säkerheten, tt ",1,32
379,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016180,18,"jar örn en ”ansvarsfull demonstration”,tion”, inte minst mot bakgrund av veckans terrorattentat i Strasbourg. -Gula västarna måste inse att deras protester, i synnerhet i Paris, dragit till sig höger- och vänsterextremister, vandaler och plundrare som bara utnyttjar rörelsen. I går kväll var jag i Strasbourg och såg hur folket applåderade våra poliser. Ska vi nu tillåta att man kastar sten på dem? Nej, för min del vägrar jag, sa inrikesminister Christophe Castaner. Såväl extremhögerns Marine Le ",1,33
377,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016171,18,"Har Emmanuel Macrons eftergifter fått styrkan i Gula västarnas proteststorm att bedarra? Ett första svar väntas i dag, lördag, då rörelsen går ut i en femte landsomfattande protest. För att minska risken för kravaller i Paris har 8 000 poliser mobiliserats i huvudstaden - lika många som förra lördagen. ",1,33
367,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016190,18,"•Två israeliska soldater begravdes på fredagen. De stod på vakt intill en buss- och liftstation för bosättare öster örn Ramallah då de på torsdagen överrumplades av en palestinier som steg ur en bil och avlossade automateld. Flera andra personer sårades svårt. På tisdagen, strax intill bosättningen Ofra, sårades en familj i en liknande attack, och ett ",1,30
368,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016189,18,En vecka av palestinska attacker mot israeliska soldater och bosättare har brutit flera år av relativt lugn på Västbanken. Israel beskyller den islamiska Hamasrörelsen för upptrappningen och varnar för att våld kommer att äventyra det färska eld upphöravtalet utmed Gaza-gränsen.,1,30
365,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016197,18,spädbarn dödades. Flera andra attacker på torsdagen och fredagen pekar på en samordnad offensiv från Håmås sida.,1,30
375,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016218,18,"personer avrättades och 42 dömdes till döden i USA under 2018, enligt organisationen DPIC. Det är en liten ökning från förra året - men fortfarande på en historiskt sett låg nivå, enligt organisationen, tt ",1,34
376,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016172,18,"•President Macrons tal i måndags har mötts av blandade reaktioner i de småstäder på den franska landsbygden där Gula västarna har sina starkaste fästen. I de löst sammanhållna grupperna menar en del att det nu är dags att inleda en dialog med regeringen. Men av de 19 procent av den vuxna befolkning som identifierar sig som ”gula västar” är 86 procent fortfarande övertygade örn att vägblockaderna bör fortsätta, enligt en ny mätning från Ipsos. Detta oroar regeringen, som väd- ",1,33
373,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742864-ZONE1146016198,18,"Stora infanteristyrkor ur reserven har kallats in, och vägspärrar har upprättats kring de palestinska städerna Ramallah och Nablus. En israelisk styrka gick natten till ",1,30
380,dark-10747121_part01_page018.jpg,https://datalab.kb.se/dark-10747121#1-18-ARTICLE74742862-ZONE1146016185,18,"Inför lördagens manifestationer har en konspirationsteori spridits på sociala medier örn att Emmanuel Macron twittrat örn terrorattacken innan den ägt rum - och alltså skulle ha vetat örn den i förväg. Nyhetsbyrån AFP och flera franska medier konstaterade snabbt att det rör sig örn en falsk nyhet, och att de skärmdumpar som sprids som ”bevis” kommer från Twitterkonton med Kaliforniens tidszon inställd (där klockan är nio timmar mindre än i Frankrike). Men i de Facebookgrupper och på sidor som många ”gula västar” får information genom sprids ”nyheten” friskt, även örn den då och ",1,33
480,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013717,20,"roll i den saudiska militäralliansen i Jernen. Men efter mordet på journalisten Jamal Khashoggi i oktober, samt den eskalerande svältkatastrofen i Jernen, har debatten örn kriget blossat upp i Washington. Veckans omröstning var en tydlig protest mot Trumps hantering av fallet Khashoggi. Trots att CIA befäst att den saudiske prinsen kände till planerna på att mörda Khashoggi har Trump vid upprepade tillfällen sagt att han inte tror att prinsen hade något med mordet att göra. Motståndet mot kriget i Jernen har vuxit i USA i takt med att kännedomen örn den humanitära katastrofen tilltagit. Under ett känslosamt tal visade senatorn Bernie Sanders upp bilder på svältande barn inför senatens åhörare. -USA kan inte längre delta i den saudiskt ledda interventionen i Jernen som orsakat den värsta humanitära katastrofen i världen, sade Bernie Sanders, som utformade resolutionen tillsammans med republikanen Mike Lee i senaten. Sju republikaner, ledda av Mike Lee, röstade tillsammans med Demokraterna för resolutionen. Det ",1,35
485,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013713,20,Den amerikanska senaten har med knapp majoritet röstat för en resolution som skulle stoppa USA:s roll i kriget i Jernen. Omröstningen ses som en protest mot Donald Trumps lojalitet mot den saudiska regimen efter mordet på journalisten Jamal Khashoggi.,1,35
486,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013714,20,"• Med 56 röster mot 41 röstade senaten i Washington för en resolution som ska stoppa USA:s finansiering av kriget i Jernen. Senaten röstade även för en resolution som befäster att den saudiska prinsen Mohammed bin Salman låg bakom mordet på journalisten Jamal Khashoggi. -Det USA:s senat sade, väldigt högt, är att vi inte kommer att fortsätta låta vår militära politik dikteras av despoter och mördare i den saudiska regimen, som inte respekterar demokrati, som inte respekterar mänskliga rättigheter, och vars ledare otvivelaktigt var involverad i det fruktansvärda mordet på en dissidentjournalist, sade senatorn Bernie Sanders efter omröstningen. Tidigare i år röstade 55 senatorer för att fortsätta stödja USA:s ",1,35
487,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013723,20,"USA har stött den militärallians, som leds av Saudiarabien, som flygbombat rebellbaser i Jernen sedan 2015. Kriget har orsakat en humanitär kris för civilbefolkningen, med svält och brist på medicin. Omkring 85 000 barn beräknas ha dött i svältkatastrofen i Jernen. Tidigare i år röstade 55 senatorer i USA för att fortsätta stödja USA:s roll i kriget. Efter mordet på journalisten Jamal Khashoggi och den eskalerande svältkatastrofen i Jernen har en debatt uppstått i Washington. I veckans omröstning fick en ny resolution för att stoppa USA:s roll i kriget stöd av 56 röster mot 41. Sju republikaner stod bakom resolutionen. Representanthuset ska rösta örn resolutionen i januari, dn ",1,35
489,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013735,20,"FN planerar att skapa ett \robust övervakningssystem\"" med observatörer i Jernen för att se till att fredsöverenskommelsen i Sverige följs. """,1,36
511,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013729,20,"var ett sällsynt exempel på att republikaner i senaten ställer sig på tvären mot Donald Trump. Presidenten ägnade dagarna inför omröstningen åt att pressa partikollegoma att inte rösta för resolutionen. Hans utrikesminister Mike Pompeo och försvarsministern Jim Mattis beskriver kriget i Jernen som en del av en större konflikt där USA måste stå emot Irans inflytande i regionen. Men argumenten bet inte på de sju republikaner som röstade för resolutionen. Senaten hänvisade bland annat till framstegen i FN:s förhandlingar om kriget. Representanthuset, där Demokraterna tar över befälet i januari, ska nu gå vidare med resolutionen, som måste ha stöd i kongressens båda kammare för att godkännas. Omröstningen var den första sedan 1973 där senaten använt sig av en särskild lag, War Powers Act, som ger kongressen rätt att hindra presidenten från att deklarera krig. Lagen utformades då för att stoppa president Richard Nixons försök att fortsätta kriget i Vietnam. ",1,35
512,dark-10747121_part01_page020.jpg,https://datalab.kb.se/dark-10747121#1-20-ARTICLE74742692-ZONE1146013736,20,"• -Det är också något som behövs akut och båda parterna har sagt till oss att de skulle välkomma det väldigt mycket och verkligen är beroende av det, säger det särskilde sändebudet Martin Griffiths inför FN:s säkerhetsråd på fredagen. Den viktigaste överenskommelsen mellan de Iranstödda Huthirebellerna och Jemens saudiskstödda regering under fredssamtalen påjohannesbergs slott norr om Stockholm gäller ett eldupphör i och omkring Hodeidah. Samtliga styrkor ska dras tillbaka både från hamnen och från staden. Det blir det första tillbakadragandet av styrkor under konflikten, konstaterade Griffiths. Örn överenskommelsen blir verklighet kan matleveranser till hamnen ge lindring till 14 miljoner människor som står inför svält. ",1,36
525,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014035,21,STOPPA BLÖDNINGEN Ett alunblock från Proraso är lösningen örn rakningsolyckan varit framme. 89 kr,1,37
524,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014025,21,"Få ordning på skägget med Sailor’s Soft Beard Wax, lättarbetat och hållbart hela dagen. ",1,37
526,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014019,21,NARMA RAKNING Med Sailor’s säkerhetshyvel i vitt och krom blir våtrakningen en upplevelse. 299 kr,1,37
528,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014020,21,KLASSISK MANLIGT En fyllig rakborste av grävlingshår i högsta kvalitet gör din rakning lättare. 459 kr,1,37
530,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014014,21,VARMT RAKSKUM Löddra upp varmt skum i denna eleganta rakmugg i porslin från Truefitt & Hill. 575 kr,1,37
535,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014018,21,"AFTERSHAVEGEL Avsluta din rakning med Benjamin Barber Oud, maskulin och exotisk. 289 kr ",1,37
527,dark-10747121_part01_page021.jpg,https://datalab.kb.se/dark-10747121#1-21-ARTICLE74742696-ZONE1146014036,21,"DOFTEN AV NYTVÄTTAT Förgyll vardagen med Penhaligon’s och en doft av turkiskt ångbad, rökelse och dagg. 1349 kr Parfymprov 1,5 mi utan kostnad på gents.se ",1,37
550,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742670-ZONE1146014342,22,"•Senast har det enligt SvD handlat om att Fl har raderat delar av dokument som tidningen velat ta del av, något generaldirektör Erik Thedéen medger enligt SvD. Olle Lundin, professor i förvaltningsrätt vid Uppsala universitet, är tydlig med vad han tycker: -Jag skulle säga att det är brottsligt. Man suddar i dokument innan man lämnar ut det till medierna. Det bryter mot grundlagen och är tjänstefel, enligt 20:e kapitlet Ira paragrafen i brottsbalken. Det här måste bli ett fall för JO, säger han till SvD. Under fredagseftermiddagen kallade finansmarknadsminister Per Bolund till sig FI:s generaldirektör, tt ",1,38
549,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742669-ZONE1146014359,22,Nästa år väntar omfattande nedskärningar på Arbetsförmedlingen. Moderaternas och Kristdemokraternas budget för 2019 tvingar myndigheten att kapa 4500 anställda. Och året efter försöka återanställa 2000 av dem.,1,39
548,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742670-ZONE1146014341,22,Finansinspektionen (Fl) ska internt utreda hur dokument har hanterats på myndigheten. Det sker efter det att Svenska Dagbladet granskat hur Fl skött tillsynen av bankernas skötsel av penningtvättreglerna.,1,41
547,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742671-ZONE1146014362,22,anställda måste bort på Arbetsförmedlingen för att klara sparkraven i M-KD-budgeten.,1,39
546,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742668-ZONE1146014347,22,"På måndag presenterar klädjätten H&M försäljningsrapporten för fjärde kvartalet. Då väntas också positiva siffror, i alla fall enligt analytikerna. Enligt den sammanställning som Reuters presenterar ska försäljningen ha ökat med 6 procent till totalt 56 621 miljoner kronor jämfört med samma period föregående år. Samtidigt kommer dock beskedet att investmentbanken RBC sänker riktkursen för aktien från 145 till 140 kronor. H&M-aktien handlas i nuläget kring 154 kronor, tt ",1,42
545,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742668-ZONE1146014350,22,Kina tar bort de 25-procentiga strafftullarna på amerikanska bilar och bildelar med start vid årsskiftet. Slopandet gäller under tre månader. Från kinesiskt håll uttrycks förhoppningar örn att åtgärden ska leda till att detta påskyndar att ytterligare tullar tas bort. TT-Reuters,1,43
543,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742672-ZONE1146014366,22,"Efter nyår väntas den statliga utredning som de senaste två åren utrett Arbetsförmedlingens framtid. Läckta utkast gör gällande att utredningen vill avskaffa dagens myndighet. Det vill även de borgerliga, som i veckan röstade för M-KD-budgeten, där förmedlingens förvaltningsanslag till bland annat personalkostnader skärs ned med 386 miljoner kronor 2019 och ytterligare 800 miljoner 2020. Även örn uppsägningsförhandlingar nu redan förbereds och ska inledas i januari så kommer de berörda först tidigast i månadsskiftet oktober/november att sluta kosta myndigheten pengar. Då ska Arbetsförmedlingen alltså på bara två månader plocka hem 386 miljoner. - För att klara det blir vi tvungna att minska personalen med sam¬ ",1,39
542,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742668-ZONE1146014354,22,"Österåkers kommuninvånare kan glädjas över att ha lägst kommunalskatt i landet nästa år. Efter en sänkning med 0,25 procentenheter av den kommunala skattesatsen uppgår den till 29,18 procent. För invånarna i Dorotea är situationen den motsatta, enligt ny statistik från Statistiska centralbyrån (SCB). Där uppgår skattesatsen fortsatt till 35,15 procent, vilket är oförändrat och därmed högst i landet. Den kommunala skattesatsen ökar i genomsnitt nästa år till 32,19 procent, en ökning med 0,07 procentenheter, tt • Se alla kommunernas skattesatser på ",1,40
540,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742672-ZONE1146014363,22,"• -Det blir en väldigt turbulent period med stora störningar i verksamheten. Jag är inte säker på att Moderaterna och Kristdemokraterna insett konsekvenserna. Det är ett svårt jobb att skriva en budget. Och de har inte varit i kontakt med oss för att pröva sina tankar, säger Arbetsförmedlingens högste chef. -Som det är nu saknar vi officiella kanaler till de partier som styr vår budget. I Arbetsförmedlingens korridorer surrar det av rykten örn vad som ska hända framöver. Allt står just nu på spel för myndigheten. ",1,39
539,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742672-ZONE1146014360,22,"- Det drabbar de arbetssökande, konstaterar generaldirektör Mikael Sjöberg. ",1,39
538,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742671-ZONE1146014377,22,"att överlåta även resterande 40 procent av matchningsstödet till privata utförare. Särskilt som hela 75 procent av de Arbetsförmedlingens inskrivna tillhör svårplacerade grupper: långtidsarbetslösa, nyanlända, kortutbildade, äldre eller funktionsnedsatta. - Den typen av påståenden är illa underbyggda. ",1,39
537,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742671-ZONE1146014379,22,"Internationella erfarenheter av privat arbetsförmedling tyder inte på att privata utförare skulle vara billigare. Snarare tvärtom. Det framfördes i juni i år till och med av den Centern mycket närstående tankesmedjan Fores. Arbetsförmedlingens generaldirektör menar att Arbetsförmedlingens kritiker har en skev bild: -Vi ser stora resultatförbättringar i vår verksamhetsstatistik. Och SCB:s siffror visar att tiden det tar för hälften av invandrarna att komma i arbete gått ned från åtta-nio år till fem. I OECD:s senaste rapport örn nyanlända är Sverige bäst i Europa på att få invandrare i arbete, påpekar han. Alliansen vill skrota Arbetsförmedlingen med hänvisning till att knappt 15 procent av alla reguljära jobb i dag enligt de borgerliga förmedlas av den statliga myndigheten. Men den siffran är både felaktig och irrelevant, betonar Mikael Sjöberg. -Till exempel kanske vi sett till att någon får förarbevis för grävmaskin. Sedan söker hen själv ett jobb och får det. Då räknas det som att vi inte varit inblandade, även örn vi finansierat en jättedyr insats och sett till att personen också fått praktik. ",1,39
536,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742672-ZONE1146014388,22,I veckan röstade riksdagen för Moderaternas och Kristdemokraternas budget. Den innebär stora nedskärningar för Arbetsförmedlingen. Tusentals jobb på själva förmedlingen kan försvinna. De subventionerade jobben för arbetslösa blir färre. I januari väntar nästa utmaning. Då lägger den statliga utredningen örn Arbetsförmedlingens framtid fram sina förslag. Läckta utkast pekar på att utredarna vill lägga ned dagens myndighet. Det vill även Alliansen.,1,39
544,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742668-ZONE1146014352,22,"miljoner svenska hushåll prenumererar på någon form av strömningstjänst för att konsumera tv-serier, filmer, barnprogram eller sport. Det är en kraftig ökning. För ett år sedan var motsvarande siffra 1,7 miljoner hushåll, enligt en undersökning från analysföretaget MediaVision, tt ",1,44
541,dark-10747121_part01_page022.jpg,https://datalab.kb.se/dark-10747121#1-22-ARTICLE74742672-ZONE1146014369,22,"manlagt 4500 personer under nästa år, påpekar Mikael Sjöberg. - Men samtidigt ger budgeten för 2020 utrymme för återanställning av runt 2000 personer. Vad som också riskerar att slå hårt mot de arbetssökande, konstaterar Mikael Sjöberg, är M-KD-budgetens stora neddragningar i myndighetens verksamhetsbudget. -Vi diskuterar ett stopp för alla nya kommunala extratjänster och moderna beredskapsjobb. Det blir också en begränsning av antalet introduktionsjobb för nyanlända, långtidsarbetslösa och funktionshindrade. Vilket gör det svårare att hålla långtidsarbetslösheten tillbaka. Mikael Sjöberg pekar på flera motsättningar i allianspartiernas resonemang kring Arbetsförmedlingen. Alliansen och Svenskt Näringsliv vill nu att matchningen av Arbetsförmedlingens inskrivna helt ska tas över av privata aktörer. Men faktum är att den pågående statliga utredningen låtit räkna ut att hela 60 procent av Arbetsförmedlingens stöd- och matchningsverksamhet redan upphandlas från privata coacher och utbildningsföretag. Enligt Svenskt Näringsliv skulle en total privatisering spara 15-20 miljarder kronor per år. Men Mikael Sjöberg tror inte att det går att spara så mycket genom ",1,39
